x	y
7.292e5	0.012
7.292e5	0.012
7.314e5	0.012
7.338e5	0.012
7.407e5	0.012
7.407e5	0.012
7.430e5	0.012
7.452e5	0.012
7.452e5	0.012
7.452e5	0.012
7.476e5	0.012
7.476e5	0.012
7.499e5	0.012
7.523e5	0.012
7.571e5	0.012
7.594e5	0.012
7.594e5	0.012
7.594e5	0.012
7.594e5	0.012
7.594e5	0.012
7.617e5	0.012
7.665e5	0.012
7.738e5	0.011
7.761e5	0.011
7.761e5	0.011
7.785e5	0.011
7.785e5	0.011
7.835e5	0.011
7.835e5	0.011
7.835e5	0.011
7.835e5	0.011
7.859e5	0.011
7.883e5	0.011
7.883e5	0.011
7.899e5	0.011
7.899e5	0.011
7.899e5	0.011
7.950e5	0.011
7.975e5	0.011
7.975e5	0.011
7.975e5	0.011
7.975e5	0.011
8.051e5	0.011
8.077e5	0.011
8.077e5	0.011
8.077e5	0.011
8.077e5	0.011
8.094e5	0.011
8.094e5	0.011
8.119e5	0.011
8.119e5	0.011
8.144e5	0.011
8.144e5	0.011
8.169e5	0.011
8.169e5	0.011
8.184e5	0.011
8.236e5	0.011
8.262e5	0.011
8.262e5	0.010
8.262e5	0.010
8.288e5	0.010
8.305e5	0.010
8.375e5	0.010
8.375e5	0.010
8.393e5	0.010
8.393e5	0.010
8.393e5	0.010
8.393e5	0.010
8.393e5	0.010
8.410e5	0.010
8.410e5	0.010
8.436e5	0.010
8.436e5	0.010
8.462e5	0.010
8.462e5	0.010
8.462e5	0.010
8.488e5	0.010
8.515e5	0.010
8.515e5	0.010
8.542e5	0.010
8.568e5	0.010
8.568e5	0.010
8.595e5	0.010
8.595e5	0.010
8.622e5	0.010
8.622e5	0.010
8.649e5	0.010
8.649e5	0.010
8.667e5	0.010
8.667e5	0.010
8.667e5	0.010
8.667e5	0.010
8.667e5	0.010
8.667e5	0.010
8.667e5	0.010
8.685e5	0.010
8.685e5	0.010
8.704e5	0.010
8.713e5	0.010
8.713e5	0.010
8.740e5	0.010
8.740e5	0.010
8.740e5	0.010
8.766e5	0.010
8.766e5	0.010
8.793e5	0.010
8.793e5	0.010
8.821e5	0.010
8.821e5	0.010
8.849e5	0.010
8.849e5	0.010
8.849e5	0.010
8.877e5	0.010
8.877e5	0.010
8.877e5	0.010
8.904e5	0.010
8.923e5	0.010
8.950e5	0.009
8.950e5	0.009
8.969e5	0.009
8.969e5	0.009
8.997e5	0.009
8.997e5	0.009
9.025e5	0.009
9.025e5	0.009
9.025e5	0.009
9.053e5	0.009
9.053e5	0.009
9.053e5	0.009
9.053e5	0.009
9.053e5	0.009
9.053e5	0.009
9.081e5	0.009
9.081e5	0.009
9.081e5	0.009
9.109e5	0.009
9.137e5	0.009
9.166e5	0.009
9.166e5	0.009
9.196e5	0.009
9.215e5	0.009
9.215e5	0.009
9.243e5	0.009
9.292e5	0.009
9.292e5	0.009
9.292e5	0.009
9.292e5	0.009
